utterance_id	asr_transcript
tap07a-BNT02-comb	K  R AO L
tap07a-BNT03-toothbrush	T  R UW TH B  R AH SH
tap07a-BNT05-bench	B EH N CH
tap07a-BNT06-volcano	B  R AA K AH N
tap07a-BNT08-beaver	B OW L  D  AE
tap07a-BNT09-cactus	AA K  T AH P UH S
tap07a-BNT11-stethoscope	V  AE K  T AH
tap07a-BNT14-sphinx	K IH P CH UW IH M
tap07a-VNT01-cut	OW T
tap07a-VNT02-bark	B AA R  K
tap07a-VNT04-send	P AY T
tap07a-VNT05-drive	D  R AY V IH NG
tap07a-VNT06-wash	T
tap07a-VNT07-read	R IY D IH NG
tap07a-VNT08-laugh	T
tap07a-VNT09-watch	T T
tap07a-VNT10-give	AW AW T
tap07a-VNT11-swim	HH AA
tap07a-VNT12-stir	K  AE K  T AH
tap07a-VNT13-pinch	T AH K IH NG
tap07a-VNT14-crawl	
tap07a-VNT15-deliver	
tap07a-VNT16-pour	AW
tap07a-VNT17-howl	AY K  AE N  S IY IH
tap07a-VNT18-throw	D  R OW K IH NG
tap07a-VNT19-bite	DH AH B AY T
tap07a-VNT20-shove	AY D OW N  N OW
tap07a-VNT21-tickle	CH IH K AH L IH NG
tap07a-VNT22-shave	
tap09a-BNT01-house	HH AW S
tap09a-BNT03-toothbrush	AH AH S  T
tap09a-BNT05-bench	G  R AA M AA D
tap09a-BNT07-canoe	B OW T
tap09a-BNT10-hammock	W N
tap09a-BNT13-tripod	S  K OW P
tap09a-BNT15-palette	AA R  T IH S  T
tap09a-VNT01-cut	
tap09a-VNT02-bark	Y AW
tap09a-VNT04-send	
tap09a-VNT05-drive	
tap09a-VNT07-read	HH  AE N AH K
tap09a-VNT09-watch	F AA S  N OW P
tap09a-VNT13-pinch	T  T T
tap09a-VNT14-crawl	
tap09a-VNT15-deliver	G R EY IH NG IH T
tap09a-VNT19-bite	
tap09a-VNT20-shove	T  T
tap09a-VNT21-tickle	
tap09a-VNT22-shave	T
tap12a-BNT01-house	AH HH AW S
tap12a-BNT02-comb	K OW M
tap12a-BNT04-octopus	S  K  W IH D
tap12a-BNT05-bench	AH B IY N T CH
tap12a-BNT06-volcano	V AA L  K EY N OW
tap12a-BNT07-canoe	B AH T AH B UH DX  B AA N  T  S
tap12a-BNT10-hammock	HH  AE M AH K
tap12a-BNT11-stethoscope	HH AW S  M N
tap12a-BNT12-unicorn	AH Y UW N IH K AO R  N
tap12a-VNT01-cut	T  T
tap12a-VNT02-bark	B EY R K IH NG
tap12a-VNT03-put	T  T T  T
tap12a-VNT04-send	T  T  T
tap12a-VNT05-drive	AE T
tap12a-VNT06-wash	AO R AH
tap12a-VNT07-read	R IY D IH NG AH B UH K
tap12a-VNT08-laugh	L  AE F IH NG
tap12a-VNT09-watch	T AH K  T  T IH
tap12a-VNT10-give	AH P  R EH Z IH N  T  B AA R  K IH NG
tap12a-VNT11-swim	AH S  W IH M IH NG
tap12a-VNT12-stir	K
tap12a-VNT13-pinch	T K  T T
tap12a-VNT14-crawl	HH IY  T EH L IH NG Z
tap12a-VNT15-deliver	M EY L  M  AE N D
tap12a-VNT16-pour	HH AA T EH L R AO D
tap12a-VNT17-howl	AW L IH NG
tap12a-VNT18-throw	AH K  R AW N P AA R
tap12a-VNT19-bite	L  AE
tap12a-VNT20-shove	T
tap12a-VNT22-shave	SH SH EY V IH N
tap13a-BNT01-house	HH AW S
tap13a-BNT02-comb	K OW M
tap13a-BNT03-toothbrush	AH T IY V
tap13a-BNT05-bench	B EH N CH
tap13a-BNT09-cactus	P AA P S
tap13a-VNT01-cut	K AH DX IH NG
tap13a-VNT03-put	AH L
tap13a-VNT04-send	
tap13a-VNT05-drive	D  R  AE V IH NG
tap13a-VNT06-wash	AH P  R AY Z IH N  T
tap13a-VNT08-laugh	L  AE F IH NG
tap13a-VNT09-watch	AH
tap13a-VNT10-give	AE K  T P
tap13a-VNT11-swim	S  W IH M IH NG
tap13a-VNT12-stir	
tap13a-VNT13-pinch	K  R
tap13a-VNT14-crawl	
tap13a-VNT15-deliver	G  R AA SH
tap13a-VNT16-pour	D  R IH NG K
tap13a-VNT17-howl	R AA T
tap13a-VNT18-throw	AW
tap13a-VNT19-bite	
tap13a-VNT20-shove	AW
tap13a-VNT21-tickle	CH IH K AH L IH NG
tap13a-VNT22-shave	SH EY V IH NG
tap17a-BNT01-house	HH OW M
tap17a-BNT03-toothbrush	B EH CH
tap17a-BNT06-volcano	F AY ER
tap17a-VNT01-cut	S  K AH T
tap17a-VNT03-put	IH T S AH
tap17a-VNT04-send	AA AH M TH IH N
tap17a-VNT05-drive	
tap17a-VNT06-wash	T T
tap17a-VNT07-read	
tap17a-VNT09-watch	
tap17a-VNT10-give	
tap17a-VNT11-swim	AY
tap17a-VNT12-stir	T
tap17a-VNT14-crawl	AY
tap17a-VNT15-deliver	
tap17a-VNT16-pour	
tap17a-VNT18-throw	
tap17a-VNT19-bite	
tap17a-VNT20-shove	N OW
tap17a-VNT21-tickle	HH AW M  W AH N
tap17a-VNT22-shave	T  T
tap18a-BNT01-house	S AH HH AW S
tap18a-BNT02-comb	K OW M
tap18a-BNT03-toothbrush	T UW TH B  R AH SH
tap18a-BNT04-octopus	AA K  T AH P UH
tap18a-BNT05-bench	B EH N CH
tap18a-BNT06-volcano	B AA R  K EY N OW
tap18a-BNT07-canoe	K AH N UW
tap18a-BNT08-beaver	P  AE F IH N
tap18a-BNT10-hammock	IH  S IH NG DH AH W IH
tap18a-BNT11-stethoscope	AH
tap18a-BNT12-unicorn	F EH L  R AH M
tap18a-BNT13-tripod	OW  B AA T  N AA AH L AH N HH AA R
tap18a-BNT14-sphinx	P IH N CH
tap18a-BNT15-palette	IY Z AH L N OW
tap18a-VNT03-put	OW
tap18a-VNT05-drive	D  R AY V IH NG
tap18a-VNT06-wash	T T  T
tap18a-VNT07-read	S IH NG IH NG
tap18a-VNT08-laugh	L  AE F IH N
tap18a-VNT09-watch	AH T
tap18a-VNT10-give	
tap18a-VNT11-swim	S  W IH M IH NG
tap18a-VNT12-stir	AW AH M
tap18a-VNT13-pinch	K  L  AE P IH NG
tap18a-VNT15-deliver	T T T
tap18a-VNT16-pour	
tap18a-VNT17-howl	HH AW L IH NG
tap18a-VNT18-throw	B EH CH
tap18a-VNT19-bite	B AA B AA R  NG K  L IH NG
tap18a-VNT20-shove	P UH SH IH NG
tap18a-VNT21-tickle	T IH K AH L IH NG
tap18a-VNT22-shave	SH EY V IH NG
tap19a-BNT01-house	AH HH AW S
tap19a-BNT02-comb	P UW M
tap19a-BNT04-octopus	AA K  T AH P UH S
tap19a-BNT07-canoe	K AH
tap19a-BNT08-beaver	B IY V ER
tap19a-BNT09-cactus	K  AE K K AH S
tap19a-BNT10-hammock	EY HH  AE M AH K
tap19a-BNT11-stethoscope	
tap19a-BNT14-sphinx	S  P IH NG K
tap19a-BNT15-palette	P UH
tap19a-VNT01-cut	P AH T IH NG
tap19a-VNT02-bark	B AA R  K
tap19a-VNT03-put	HH AW L
tap19a-VNT04-send	AW
tap19a-VNT05-drive	T T T
tap19a-VNT06-wash	V AA K OW P
tap19a-VNT07-read	T
tap19a-VNT08-laugh	L  AE F IH NG
tap19a-VNT09-watch	
tap19a-VNT10-give	T T T T T
tap19a-VNT11-swim	
tap19a-VNT12-stir	T K K
tap19a-VNT13-pinch	T K T
tap19a-VNT14-crawl	SH IY Z  K AA M
tap19a-VNT15-deliver	T
tap19a-VNT16-pour	
tap19a-VNT17-howl	T
tap19a-VNT19-bite	S AA AH T S  F AH DX IH
tap19a-VNT20-shove	P UH CH IH NG
tap19a-VNT21-tickle	L  AE F IH NG
tap19a-VNT22-shave	T T T T  T
tcu03a-BNT01-house	HH AW S
tcu03a-BNT02-comb	ER IH N AA
tcu03a-BNT03-toothbrush	T UW TH B  R AH SH
tcu03a-BNT05-bench	S  F IH NG K
tcu03a-BNT06-volcano	V AA L  K EY N OW
tcu03a-BNT07-canoe	K AH N UW
tcu03a-BNT08-beaver	AH M G OW P
tcu03a-BNT09-cactus	K  AE K  T AH S
tcu03a-BNT10-hammock	HH  AE M AH K
tcu03a-BNT12-unicorn	HH AO R  S
tcu03a-BNT15-palette	P EY N  T IH NG
tcu03a-VNT01-cut	AH F EH S
tcu03a-VNT02-bark	
tcu03a-VNT03-put	
tcu03a-VNT04-send	T  T
tcu03a-VNT05-drive	M AY AH T
tcu03a-VNT06-wash	
tcu03a-VNT07-read	
tcu03a-VNT08-laugh	
tcu03a-VNT09-watch	
tcu03a-VNT10-give	
tcu03a-VNT11-swim	K  AE AA T OW
tcu03a-VNT12-stir	
tcu03a-VNT13-pinch	
tcu03a-VNT14-crawl	
tcu03a-VNT15-deliver	T
tcu03a-VNT16-pour	
tcu03a-VNT17-howl	K IH K  T AH S
tcu03a-VNT18-throw	
tcu03a-VNT19-bite	
tcu03a-VNT20-shove	OW
tcu03a-VNT21-tickle	
tcu03a-VNT22-shave	
tcu05a-BNT01-house	AH HH AW S
tcu05a-BNT02-comb	K OW M
tcu05a-BNT03-toothbrush	T UW TH B  R AH SH
tcu05a-BNT04-octopus	AH N AA K  T AH P UH S
tcu05a-BNT05-bench	AH B EH N CH
tcu05a-BNT06-volcano	B AA R  K UW M
tcu05a-BNT07-canoe	AH K N UW
tcu05a-BNT08-beaver	B IY V ER
tcu05a-BNT09-cactus	K  AE K  T AH S
tcu05a-BNT10-hammock	AH HH  AE M AH K
tcu05a-BNT11-stethoscope	S  T EH F AH K OW T
tcu05a-BNT12-unicorn	K AO R  N AH HH AO R  N
tcu05a-BNT13-tripod	T  R AY M HH AA D
tcu05a-VNT02-bark	B AA R  K IH NG
tcu05a-VNT03-put	L IH F  T IH N NG
tcu05a-VNT04-send	AH
tcu05a-VNT06-wash	R AA S IH N  B AA B AH Z AH L
tcu05a-VNT07-read	R IY D IH NG
tcu05a-VNT08-laugh	L  AE F IH NG
tcu05a-VNT09-watch	W AA CH IH NG T IY V IY
tcu05a-VNT10-give	T AO
tcu05a-VNT11-swim	S  W IH M IH NG
tcu05a-VNT13-pinch	P EH N CH
tcu05a-VNT14-crawl	K  R AA L IH NG
tcu05a-VNT16-pour	P AO R IH NG
tcu05a-VNT17-howl	HH AW L IH NG
tcu05a-VNT18-throw	SH  AE L IH NG
tcu05a-VNT19-bite	B AY T
tcu05a-VNT20-shove	P UH SH
tcu05a-VNT21-tickle	T IH K AH L
tcu05a-VNT22-shave	SH EY V IH NG
tcu07a-BNT01-house	AH HH AW S
tcu07a-VNT01-cut	T T  T  T
tcu07a-VNT02-bark	B AH L  AE F IH NG
tcu07a-VNT03-put	T
tcu07a-VNT04-send	AH
tcu07a-VNT05-drive	OW M HH AW M
tcu07a-VNT06-wash	AW
tcu07a-VNT07-read	
tcu07a-VNT08-laugh	
tcu07a-VNT09-watch	
tcu07a-VNT10-give	G IH V IH NG EY V
tcu07a-VNT11-swim	
tcu07a-VNT12-stir	T
tcu07a-VNT13-pinch	
tcu07a-VNT14-crawl	
tcu07a-VNT15-deliver	T  T
tcu07a-VNT16-pour	
tcu07a-VNT17-howl	K T
tcu07a-VNT18-throw	
tcu07a-VNT19-bite	
tcu07a-VNT20-shove	T  R AY P AA
tcu07a-VNT21-tickle	T  T
tcu07a-VNT22-shave	T
tcu08a-BNT01-house	HH AW S
tcu08a-BNT03-toothbrush	F AH <UNK>
tcu08a-BNT04-octopus	AH HH AW S
tcu08a-BNT06-volcano	P AA  P AH L N
tcu08a-BNT07-canoe	K EY N UW
tcu08a-BNT09-cactus	K OW M
tcu08a-BNT15-palette	S  T  R AY V IH NG
tcu08a-VNT01-cut	AH M  K AH T IH NG
tcu08a-VNT02-bark	B AA B AA R  K IH NG
tcu08a-VNT03-put	
tcu08a-VNT05-drive	D  R AY V IH NG
tcu08a-VNT07-read	S OW L IH NG
tcu08a-VNT08-laugh	L  AE F IH NG
tcu08a-VNT10-give	P  R EH Z  D IH NG
tcu08a-VNT12-stir	
tcu08a-VNT13-pinch	HH AH M T  T
tcu08a-VNT14-crawl	
tcu08a-VNT15-deliver	
tcu08a-VNT16-pour	P AO R  N IH NG
tcu08a-VNT18-throw	T T T
tcu08a-VNT19-bite	B R AW P R AW L IH N NG
tcu08a-VNT20-shove	P AA CH AH L Z OW P
tcu08a-VNT21-tickle	T T
tcu08a-VNT22-shave	AY T  AE N OW
thompson02a-BNT01-house	AH HH AW S
thompson02a-BNT02-comb	HH AW M
thompson02a-BNT03-toothbrush	
thompson02a-BNT04-octopus	AA K  T AH P UH S
thompson02a-BNT06-volcano	AA K  T AH P UH <UNK>
thompson02a-BNT07-canoe	K AH N UW
thompson02a-BNT08-beaver	P AA S AH M  Z
thompson02a-BNT09-cactus	K  AE K  T AH S
thompson02a-BNT10-hammock	HH  AE M AH K
thompson02a-BNT11-stethoscope	S  T EH NG K AH S  P AA P
thompson02a-BNT12-unicorn	B <UNK>
thompson02a-BNT13-tripod	T
thompson02a-BNT14-sphinx	S  P M
thompson02a-BNT15-palette	T UW
thompson02a-VNT02-bark	AW
thompson02a-VNT03-put	HH AW S
thompson02a-VNT04-send	S AH N  D
thompson02a-VNT05-drive	T AY
thompson02a-VNT06-wash	W AA SH IH NG
thompson02a-VNT07-read	F AH T
thompson02a-VNT08-laugh	
thompson02a-VNT09-watch	B  R AA CH IH NG
thompson02a-VNT10-give	G IH V IH NG
thompson02a-VNT11-swim	S  F IH NG K
thompson02a-VNT12-stir	P AA R  T
thompson02a-VNT13-pinch	AH AA K  T AH S
thompson02a-VNT14-crawl	K AA R
thompson02a-VNT15-deliver	W AA DX IH NG
thompson02a-VNT16-pour	B P  UH
thompson02a-VNT17-howl	HH AW L IH NG
thompson02a-VNT18-throw	K  AE T
thompson02a-VNT19-bite	T  T  T
thompson02a-VNT20-shove	AH AA  P UH S  T
thompson02a-VNT21-tickle	DH EH T
thompson02a-VNT22-shave	SH EY V IH NG
thompson07a-BNT01-house	SH IH M  V IH S
thompson07a-BNT02-comb	HH OW M
thompson07a-BNT03-toothbrush	T AA K  T S
thompson07a-BNT04-octopus	AA K  T AH P UH S
thompson07a-BNT05-bench	B EH N CH
thompson07a-BNT06-volcano	K AA  T AH AA <UNK>
thompson07a-BNT07-canoe	K AH N UW
thompson07a-BNT08-beaver	B IY V ER
thompson07a-BNT09-cactus	K  AE K  T AH S
thompson07a-BNT10-hammock	HH  AE M AH K
thompson07a-BNT11-stethoscope	EY S EH EH S  K OW P
thompson07a-BNT12-unicorn	L AA R  P AA
thompson07a-BNT13-tripod	P EH R  P K  R
thompson07a-BNT14-sphinx	S  T IH  S
thompson07a-BNT15-palette	Y UW SH AH L
thompson07a-VNT01-cut	K AH T
thompson07a-VNT02-bark	B AA V ER  K
thompson07a-VNT03-put	
thompson07a-VNT04-send	AE
thompson07a-VNT05-drive	P  R AY N  T
thompson07a-VNT06-wash	AH
thompson07a-VNT07-read	R IY D
thompson07a-VNT08-laugh	IY L  AE F
thompson07a-VNT09-watch	AE HH P AO R S  T
thompson07a-VNT10-give	
thompson07a-VNT11-swim	S  W IH M M
thompson07a-VNT12-stir	S  T ER
thompson07a-VNT13-pinch	P IH N CH
thompson07a-VNT14-crawl	K  R AO L
thompson07a-VNT15-deliver	
thompson07a-VNT16-pour	AH  P AH L  AE T
thompson07a-VNT17-howl	HH AW L
thompson07a-VNT18-throw	K EH N CH
thompson07a-VNT19-bite	B AY T
thompson07a-VNT20-shove	SH AH V
thompson07a-VNT21-tickle	P AY M T
thompson07a-VNT22-shave	SH EY V
thompson08a-BNT01-house	AH HH AW S
thompson08a-BNT02-comb	K OW M
thompson08a-BNT03-toothbrush	T IY TH B  R AH SH
thompson08a-BNT04-octopus	AA K  T AH P UH S
thompson08a-BNT05-bench	CH  AE K
thompson08a-BNT06-volcano	AA T S
thompson08a-BNT07-canoe	K AH N N UW
thompson08a-BNT08-beaver	B IY ER
thompson08a-BNT09-cactus	AA K  T AH S
thompson08a-BNT10-hammock	AH HH  AE P AA K
thompson08a-BNT12-unicorn	Y  AE K AY
thompson08a-BNT13-tripod	T AA
thompson08a-BNT14-sphinx	K
thompson08a-BNT15-palette	D IY Z AH L
thompson08a-VNT01-cut	
thompson08a-VNT02-bark	B AA R  K IH NG
thompson08a-VNT03-put	S EH DX IH NG
thompson08a-VNT04-send	S EH N  DX IH NG
thompson08a-VNT05-drive	P AA K  T AH K
thompson08a-VNT06-wash	W AO SH IH NG
thompson08a-VNT07-read	AH HH AW S
thompson08a-VNT08-laugh	L  AE F IH NG
thompson08a-VNT09-watch	AA K  T AH P UH S
thompson08a-VNT10-give	JH IH V ER IH NG
thompson08a-VNT11-swim	S  W IH M IH NG
thompson08a-VNT12-stir	S  T ER IH NG
thompson08a-VNT13-pinch	P IH N CH IH NG
thompson08a-VNT14-crawl	K  R AO L IH NG
thompson08a-VNT15-deliver	
thompson08a-VNT16-pour	P AO R IH NG
thompson08a-VNT17-howl	HH AW L IH NG
thompson08a-VNT18-throw	T R OW IH NG
thompson08a-VNT19-bite	B AY DX IH NG
thompson08a-VNT20-shove	P UH SH IH NG
thompson08a-VNT21-tickle	K  AE K  T AH IH N
thompson08a-VNT22-shave	SH EY V IH NG
thompson10a-BNT01-house	HH AW S
thompson10a-BNT02-comb	K OW M
thompson10a-BNT03-toothbrush	T UW TH P EY S  T
thompson10a-BNT04-octopus	AA K  T AH P UH S
thompson10a-BNT05-bench	B EH N CH
thompson10a-BNT06-volcano	AW HH L M
thompson10a-BNT07-canoe	K AH N UW
thompson10a-BNT08-beaver	M EY HH OW
thompson10a-BNT09-cactus	K  AE K  T AH S
thompson10a-BNT10-hammock	HH  AE M AH K
thompson10a-BNT12-unicorn	P  L EY R  AY
thompson10a-BNT13-tripod	T  R AY P AA D
thompson10a-BNT14-sphinx	S  W IH M P
thompson10a-BNT15-palette	HH AA R  K IH NG
thompson10a-VNT01-cut	HH OW M P
thompson10a-VNT02-bark	
thompson10a-VNT03-put	
thompson10a-VNT04-send	M EY L IH NG
thompson10a-VNT05-drive	D AY V IH NG
thompson10a-VNT06-wash	W AA SH IH NG
thompson10a-VNT07-read	R IY D D
thompson10a-VNT08-laugh	R  AE F IH NG
thompson10a-VNT09-watch	HH AW S AH N
thompson10a-VNT10-give	AW S  L IH NG
thompson10a-VNT11-swim	HH  AE S HH AA
thompson10a-VNT12-stir	S  T IH NG
thompson10a-VNT13-pinch	S AH T IH NG K  S
thompson10a-VNT14-crawl	F AY
thompson10a-VNT15-deliver	
thompson10a-VNT16-pour	AH
thompson10a-VNT17-howl	CH AA P AA D
thompson10a-VNT18-throw	T EH N CH
thompson10a-VNT19-bite	AA HH AW S
thompson10a-VNT20-shove	S AY T
thompson10a-VNT21-tickle	
thompson10a-VNT22-shave	SH EY V IH NG
thompson11a-BNT01-house	AH HH AW S
thompson11a-BNT02-comb	HH OW M
thompson11a-BNT08-beaver	R IY F V ER
thompson11a-BNT09-cactus	K  AE K  T  D AH S
thompson11a-BNT10-hammock	AH S  W IH NG
thompson11a-BNT13-tripod	T EH  L IH NG K  L AY AA
thompson11a-VNT01-cut	T UW L  B  R AH SH
thompson11a-VNT02-bark	B AA R  K  R IH NG
thompson11a-VNT03-put	
thompson11a-VNT04-send	IH T  CH AH AH M W AO T ER
thompson11a-VNT05-drive	D  R AY V IH NG
thompson11a-VNT06-wash	
thompson11a-VNT07-read	
thompson11a-VNT08-laugh	AW
thompson11a-VNT09-watch	AH
thompson11a-VNT10-give	
thompson11a-VNT11-swim	AH S  W IH M IH NG
thompson11a-VNT12-stir	
thompson11a-VNT13-pinch	
thompson11a-VNT14-crawl	
thompson11a-VNT15-deliver	
thompson11a-VNT16-pour	OW K  N AH W AA <UNK> IH N
thompson11a-VNT17-howl	
thompson11a-VNT18-throw	DH  AE T  S  T
thompson11a-VNT19-bite	B OW DX IH NG
thompson11a-VNT20-shove	AA S  T AW P
thompson11a-VNT21-tickle	DH  AE T K  T T
thompson11a-VNT22-shave	
thompson14a-BNT01-house	IH T  S AH HH AW S
thompson14a-BNT02-comb	K  R AO L
thompson14a-BNT03-toothbrush	K IH K  T AA SH
thompson14a-BNT04-octopus	AA T  T AH P AA S  T
thompson14a-BNT05-bench	B EH N CH
thompson14a-BNT06-volcano	S OW K AA T
thompson14a-BNT07-canoe	K IH F
thompson14a-BNT08-beaver	B IY V ER
thompson14a-BNT09-cactus	K AA K  T AH S
thompson14a-BNT10-hammock	HH  AE M AA K
thompson14a-BNT11-stethoscope	CH IY F EH S  K OW
thompson14a-BNT12-unicorn	L IH K IH NG
thompson14a-BNT13-tripod	K  L  AE P IH NG
thompson14a-BNT14-sphinx	S AH M N SH
thompson14a-BNT15-palette	P  AE L AH T
thompson14a-VNT01-cut	P OW N W AH L L
thompson14a-VNT02-bark	T
thompson14a-VNT03-put	HH OW L  K P AH L IH NG Z
thompson14a-VNT04-send	K  R AA AA R S
thompson14a-VNT05-drive	D AW L IH NG AA L  AY
thompson14a-VNT06-wash	
thompson14a-VNT07-read	F AA AW
thompson14a-VNT08-laugh	T  T T
thompson14a-VNT09-watch	AW T
thompson14a-VNT10-give	
thompson14a-VNT11-swim	AE T HH AW
thompson14a-VNT12-stir	HH AW
thompson14a-VNT13-pinch	T
thompson14a-VNT14-crawl	K AA L IH NG
thompson14a-VNT15-deliver	HH AW
thompson14a-VNT16-pour	IH NG L  AE F IH NG
thompson14a-VNT17-howl	T AH K N
thompson14a-VNT18-throw	TH R OW IH NG DH AH B AA L
thompson14a-VNT19-bite	W AA N AA OW IH M
thompson14a-VNT20-shove	P  R EH S IH N IH T L AA NG
thompson14a-VNT21-tickle	DH  AE AY HH AW S
thompson14a-VNT22-shave	
tucson20a-BNT01-house	G R IY AA AW W AH Z
tucson20a-BNT02-comb	K OW M
tucson20a-BNT03-toothbrush	T UW TH B  R AH SH
tucson20a-BNT05-bench	B R AY N D
tucson20a-BNT09-cactus	S AH M W AA OW K  AE K  T AH S
tucson20a-BNT11-stethoscope	S  T AA NG  HH AW
tucson20a-VNT01-cut	CH
tucson20a-VNT02-bark	B AA R  K IH NG
tucson20a-VNT03-put	P IH N T
tucson20a-VNT04-send	T T
tucson20a-VNT05-drive	
tucson20a-VNT06-wash	
tucson20a-VNT07-read	OW P AA K T
tucson20a-VNT08-laugh	L  AE F IH NG
tucson20a-VNT09-watch	T  T T
tucson20a-VNT10-give	
tucson20a-VNT11-swim	TH R W IH N IH NG
tucson20a-VNT12-stir	
tucson20a-VNT13-pinch	
tucson20a-VNT14-crawl	G OW IH NG AH L EY
tucson20a-VNT15-deliver	M EY L L M AH L EH DX ER
tucson20a-VNT16-pour	G IH DX IH NG AH P  AE S AH DX IH
tucson20a-VNT17-howl	HH AW L IH NG  AE T DH AH W IH N  D
tucson20a-VNT18-throw	
tucson20a-VNT19-bite	T
tucson20a-VNT20-shove	SH AH V IH NG HH ER
tucson20a-VNT21-tickle	HH AW
tucson20a-VNT22-shave	SH EY V IH NG
whiteside01a-BNT01-house	HH AW M M
whiteside01a-BNT02-comb	K  R IH D
whiteside01a-BNT03-toothbrush	B  R AH SH
whiteside01a-BNT04-octopus	AY W AA N  T AH S EY S  K  W IH D
whiteside01a-BNT05-bench	B EH N CH
whiteside01a-BNT06-volcano	V AA L  K EY N OW
whiteside01a-BNT07-canoe	K AH N UW
whiteside01a-BNT08-beaver	V AA  K IY N OW
whiteside01a-BNT09-cactus	EY R IH Z OW N AH
whiteside01a-BNT10-hammock	HH  AE M AH K
whiteside01a-BNT11-stethoscope	D EH TH AH S  K OW P
whiteside01a-BNT12-unicorn	HH AA R  S  IH T  S AH HH S AH
whiteside01a-BNT14-sphinx	F IY N IH K  S
whiteside01a-BNT15-palette	AH M
whiteside01a-VNT01-cut	K AY HH IH B  R IH N  CH IH
whiteside01a-VNT02-bark	T
whiteside01a-VNT03-put	P UH DX IH NG IH T AA N AH T EY B AH L AY
whiteside01a-VNT04-send	P IH IH N  P  L EH DX IH NG M EY  L AA SH
whiteside01a-VNT05-drive	OW N T
whiteside01a-VNT06-wash	AA K IH
whiteside01a-VNT07-read	L IY SH HH IH M  S AH M TH IH NG
whiteside01a-VNT08-laugh	Z L  AE F IH IH M
whiteside01a-VNT09-watch	L UH K IH NG  AE T DH AH K  AE T
whiteside01a-VNT10-give	T  T T T
whiteside01a-VNT11-swim	T UW
whiteside01a-VNT12-stir	K
whiteside01a-VNT13-pinch	
whiteside01a-VNT14-crawl	
whiteside01a-VNT16-pour	
whiteside01a-VNT17-howl	
whiteside01a-VNT18-throw	
whiteside01a-VNT19-bite	B AY DX IH NG IH T
whiteside01a-VNT20-shove	OW  AE S  AA N AA S  OW
whiteside01a-VNT21-tickle	HH IY Z  T IH K AH L NG
whiteside01a-VNT22-shave	SH EY V IH NG
whiteside02a-BNT01-house	IH T  S AH HH AW S
whiteside02a-BNT02-comb	K  R
whiteside02a-BNT03-toothbrush	HH AW S
whiteside02a-BNT04-octopus	AA  P S IH K IH N OW
whiteside02a-BNT07-canoe	K AH N UW
whiteside02a-BNT08-beaver	B ER DX ER Z
whiteside02a-BNT09-cactus	K AA R  P  S IY
whiteside02a-BNT10-hammock	HH AW M  S
whiteside02a-BNT14-sphinx	AH S  F  AW S
whiteside02a-VNT01-cut	
whiteside02a-VNT02-bark	R AA T IH NG R AA T IH NG
whiteside02a-VNT03-put	AH T
whiteside02a-VNT04-send	T
whiteside02a-VNT05-drive	
whiteside02a-VNT06-wash	
whiteside02a-VNT07-read	AE T
whiteside02a-VNT08-laugh	HH IY Z  L  AE F IH NG
whiteside02a-VNT09-watch	P OW N CH
whiteside02a-VNT10-give	K P  S
whiteside02a-VNT11-swim	T T AH T
whiteside02a-VNT12-stir	
whiteside02a-VNT13-pinch	K  L  AE T AH
whiteside02a-VNT14-crawl	T  T
whiteside02a-VNT15-deliver	T
whiteside02a-VNT16-pour	AE T AH P  S
whiteside02a-VNT17-howl	CH  S  P  S
whiteside02a-VNT18-throw	T  T
whiteside02a-VNT19-bite	
whiteside02a-VNT20-shove	
whiteside02a-VNT21-tickle	T T T
whiteside02a-VNT22-shave	T  T  T T
whiteside07a-BNT01-house	HH AW S
whiteside07a-BNT02-comb	G  R OW
whiteside07a-BNT03-toothbrush	T IY TH B  R AH SH
whiteside07a-BNT04-octopus	
whiteside07a-BNT05-bench	S  P  R IH N CH
whiteside07a-BNT06-volcano	AA K AH L
whiteside07a-BNT07-canoe	K AH N UW
whiteside07a-BNT11-stethoscope	AW
whiteside07a-BNT12-unicorn	AE M  T M AA
whiteside07a-BNT13-tripod	P  R AY
whiteside07a-BNT14-sphinx	AW S  P UH CH
whiteside07a-BNT15-palette	P  AE L AH T
whiteside07a-VNT02-bark	M UW N AH
whiteside07a-VNT03-put	F UW TH
whiteside07a-VNT04-send	S  W IH M  D AH N
whiteside07a-VNT05-drive	P AW L IH NG
whiteside07a-VNT06-wash	DH AH B AO N R
whiteside07a-VNT07-read	R IY D
whiteside07a-VNT08-laugh	L  AE F IH NG
whiteside07a-VNT11-swim	S  W IH M IH NG
whiteside07a-VNT12-stir	M IH K  S IH NG
whiteside07a-VNT14-crawl	K  R AO L
whiteside07a-VNT15-deliver	
whiteside07a-VNT17-howl	HH AW L
whiteside07a-VNT18-throw	G OW B EH N CH
whiteside07a-VNT20-shove	K S
whiteside07a-VNT21-tickle	T  UW TH K AO R N
whiteside07a-VNT22-shave	SH UW M M IH NG
whiteside09a-BNT01-house	HH AW S
whiteside09a-BNT02-comb	P IH IH NG
whiteside09a-BNT03-toothbrush	T UW TH  AA S
whiteside09a-BNT04-octopus	S  W IH D
whiteside09a-BNT05-bench	W EH N CH
whiteside09a-BNT06-volcano	AH P  R AA SH N OW
whiteside09a-BNT07-canoe	K AH M N  T UW
whiteside09a-BNT08-beaver	S  K  R AY L
